"REF_DATE","GEO","DGUID","Sector","Seasonal adjustment","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020-05","Ontario","2016A000235","Wages and salaries","Unadjusted","Dollars","81","thousands","3","v1996655","7.2.1","30833010","","","","0"
"2020-06","Ontario","2016A000235","Wages and salaries","Unadjusted","Dollars","81","thousands","3","v1996655","7.2.1","32187616","","","","0"
"2006-01","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","5565941","","","","0"
"2006-02","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","5677117","","","","0"
"2006-03","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","5643009","","","","0"
"2006-04","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","5635949","","","","0"
"2006-05","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","5821044","","","","0"
"2006-06","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","6128353","","","","0"
"2006-07","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","6077256","","","","0"
"2006-08","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","5940286","","","","0"
"2006-09","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","5964064","","","","0"
"2006-10","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","5787980","","","","0"
"2006-11","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","5776034","","","","0"
"2006-12","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","5925676","","","","0"
"2007-01","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","5670510","","","","0"
"2007-02","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","5740308","","","","0"
"2007-03","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","5763922","","","","0"
"2007-04","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","5749934","","","","0"
"2007-05","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","5975357","","","","0"
"2007-06","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","6246119","","","","0"
"2007-07","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","6139516","","","","0"
"2007-08","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","6049840","","","","0"
"2007-09","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","6005837","","","","0"
"2007-10","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","5883838","","","","0"
"2007-11","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","5858291","","","","0"
"2007-12","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","5894819","","","","0"
"2008-01","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","5610987","","","","0"
"2008-02","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","5674769","","","","0"
"2008-03","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","5614668","","","","0"
"2008-04","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","5649989","","","","0"
"2008-05","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","5814686","","","","0"
"2008-06","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","6106905","","","","0"
"2008-07","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","5940143","","","","0"
"2008-08","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","5783696","","","","0"
"2008-09","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","5765964","","","","0"
"2008-10","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","5716483","","","","0"
"2008-11","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","5540798","","","","0"
"2008-12","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","5561499","","","","0"
"2009-01","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","5178521","","","","0"
"2009-02","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","5212161","","","","0"
"2009-03","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","5138874","","","","0"
"2009-04","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","5111123","","","","0"
"2009-05","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","5155764","","","","0"
"2009-06","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","5394861","","","","0"
"2009-07","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","5406792","","","","0"
"2009-08","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","5288498","","","","0"
"2009-09","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","5353477","","","","0"
"2009-10","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","5284866","","","","0"
"2009-11","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","5255060","","","","0"
"2009-12","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","5383409","","","","0"
"2010-01","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","5127426","","","","0"
"2010-02","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","5260615","","","","0"
"2010-03","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","5259407","","","","0"
"2010-04","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","5241486","","","","0"
"2010-05","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","5422781","","","","0"
"2010-06","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","5720344","","","","0"
"2010-07","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","5672799","","","","0"
"2010-08","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","5603410","","","","0"
"2010-09","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","5697957","","","","0"
"2010-10","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","5652582","","","","0"
"2010-11","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","5573073","","","","0"
"2010-12","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","5690008","","","","0"
"2011-01","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","5405205","","","","0"
"2011-02","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","5512779","","","","0"
"2011-03","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","5586509","","","","0"
"2011-04","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","5522805","","","","0"
"2011-05","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","5661433","","","","0"
"2011-06","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","5962865","","","","0"
"2011-07","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","5856293","","","","0"
"2011-08","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","5765980","","","","0"
"2011-09","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","5847694","","","","0"
"2011-10","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","5827648","","","","0"
"2011-11","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","5739089","","","","0"
"2011-12","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","5868751","","","","0"
"2012-01","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","5575087","","","","0"
"2012-02","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","5612473","","","","0"
"2012-03","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","5727918","","","","0"
"2012-04","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","5762563","","","","0"
"2012-05","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","5906315","","","","0"
"2012-06","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","6230636","","","","0"
"2012-07","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","6114795","","","","0"
"2012-08","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","6025171","","","","0"
"2012-09","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","6055474","","","","0"
"2012-10","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","6030139","","","","0"
"2012-11","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","5926490","","","","0"
"2012-12","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","6075268","","","","0"
"2013-01","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","5660456","","","","0"
"2013-02","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","5672321","","","","0"
"2013-03","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","5691850","","","","0"
"2013-04","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","5761216","","","","0"
"2013-05","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","5954119","","","","0"
"2013-06","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","6182852","","","","0"
"2013-07","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","6126489","","","","0"
"2013-08","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","6060596","","","","0"
"2013-09","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","5998772","","","","0"
"2013-10","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","6026132","","","","0"
"2013-11","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","5946265","","","","0"
"2013-12","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","6107377","","","","0"
"2014-01","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","5593472","","","","0"
"2014-02","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","5679964","","","","0"
"2014-03","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","5770946","","","","0"
"2014-04","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","5840770","","","","0"
"2014-05","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","6089936","","","","0"
"2014-06","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","6370916","","","","0"
"2014-07","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","6384260","","","","0"
"2014-08","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","6253628","","","","0"
"2014-09","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","6251435","","","","0"
"2014-10","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","6226490","","","","0"
"2014-11","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","6028231","","","","0"
"2014-12","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","6222446","","","","0"
"2015-01","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","5690377","","","","0"
"2015-02","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","6042884","","","","0"
"2015-03","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","6055387","","","","0"
"2015-04","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","6250896","","","","0"
"2015-05","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","6342616","","","","0"
"2015-06","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","6679189","","","","0"
"2015-07","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","6586375","","","","0"
"2015-08","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","6424361","","","","0"
"2015-09","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","6509526","","","","0"
"2015-10","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","6559577","","","","0"
"2015-11","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","6354182","","","","0"
"2015-12","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","6528440","","","","0"
"2016-01","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","5950530","","","","0"
"2016-02","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","6096991","","","","0"
"2016-03","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","6153471","","","","0"
"2016-04","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","6190532","","","","0"
"2016-05","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","6329691","","","","0"
"2016-06","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","6703929","","","","0"
"2016-07","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","6586328","","","","0"
"2016-08","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","6555752","","","","0"
"2016-09","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","6499363","","","","0"
"2016-10","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","6470847","","","","0"
"2016-11","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","6458608","","","","0"
"2016-12","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","6778864","","","","0"
"2017-01","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","6224380","","","","0"
"2017-02","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","6382135","","","","0"
"2017-03","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","6461147","","","","0"
"2017-04","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","6465206","","","","0"
"2017-05","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","6553811","","","","0"
"2017-06","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","6833693","","","","0"
"2017-07","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","6880184","","","","0"
"2017-08","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","6931033","","","","0"
"2017-09","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","6931541","","","","0"
"2017-10","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","6770250","","","","0"
"2017-11","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","6870098","","","","0"
"2017-12","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","7091891","","","","0"
"2018-01","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","6495165","","","","0"
"2018-02","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","6691244","","","","0"
"2018-03","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","6761662","","","","0"
"2018-04","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","6774396","","","","0"
"2018-05","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","7028058","","","","0"
"2018-06","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","7301226","","","","0"
"2018-07","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","7219685","","","","0"
"2018-08","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","7298472","","","","0"
"2018-09","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","7211984","","","","0"
"2018-10","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","7180652","","","","0"
"2018-11","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","7240765","","","","0"
"2018-12","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","7419947","","","","0"
"2019-01","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","6827156","","","","0"
"2019-02","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","6974454","","","","0"
"2019-03","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","7097916","","","","0"
"2019-04","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","7099259","","","","0"
"2019-05","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","7345071","","","","0"
"2019-06","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","7567827","","","","0"
"2019-07","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","7591681","","","","0"
"2019-08","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","7663744","","","","0"
"2019-09","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","7626897","","","","0"
"2019-10","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","7644705","","","","0"
"2019-11","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","7574169","","","","0"
"2019-12","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","7887376","","","","0"
"2020-01","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","7216158","","","","0"
"2020-02","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","7312437","","","","0"
"2020-03","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","6657422","","","","0"
"2020-04","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","6166869","","","","0"
"2020-05","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","6199218","","","","0"
"2020-06","Ontario","2016A000235","All goods-producing industries","Unadjusted","Dollars","81","thousands","3","v1996636","7.3.1","6950284","","","","0"
"2006-01","Ontario","2016A000235","Agriculture, forestry, fishing and hunting","Unadjusted","Dollars","81","thousands","3","v1996637","7.4.1","109199","","","","0"
"2006-02","Ontario","2016A000235","Agriculture, forestry, fishing and hunting","Unadjusted","Dollars","81","thousands","3","v1996637","7.4.1","109496","","","","0"
"2006-03","Ontario","2016A000235","Agriculture, forestry, fishing and hunting","Unadjusted","Dollars","81","thousands","3","v1996637","7.4.1","121756","","","","0"
"2006-04","Ontario","2016A000235","Agriculture, forestry, fishing and hunting","Unadjusted","Dollars","81","thousands","3","v1996637","7.4.1","123499","","","","0"
"2006-05","Ontario","2016A000235","Agriculture, forestry, fishing and hunting","Unadjusted","Dollars","81","thousands","3","v1996637","7.4.1","145142","","","","0"
"2006-06","Ontario","2016A000235","Agriculture, forestry, fishing and hunting","Unadjusted","Dollars","81","thousands","3","v1996637","7.4.1","170184","","","","0"
"2006-07","Ontario","2016A000235","Agriculture, forestry, fishing and hunting","Unadjusted","Dollars","81","thousands","3","v1996637","7.4.1","163998","","","","0"
"2006-08","Ontario","2016A000235","Agriculture, forestry, fishing and hunting","Unadjusted","Dollars","81","thousands","3","v1996637","7.4.1","176317","","","","0"
"2006-09","Ontario","2016A000235","Agriculture, forestry, fishing and hunting","Unadjusted","Dollars","81","thousands","3","v1996637","7.4.1","178303","","","","0"
"2006-10","Ontario","2016A000235","Agriculture, forestry, fishing and hunting","Unadjusted","Dollars","81","thousands","3","v1996637","7.4.1","157195","","","","0"
"2006-11","Ontario","2016A000235","Agriculture, forestry, fishing and hunting","Unadjusted","Dollars","81","thousands","3","v1996637","7.4.1","145651","","","","0"
"2006-12","Ontario","2016A000235","Agriculture, forestry, fishing and hunting","Unadjusted","Dollars","81","thousands","3","v1996637","7.4.1","153086","","","","0"
"2007-01","Ontario","2016A000235","Agriculture, forestry, fishing and hunting","Unadjusted","Dollars","81","thousands","3","v1996637","7.4.1","116167","","","","0"
"2007-02","Ontario","2016A000235","Agriculture, forestry, fishing and hunting","Unadjusted","Dollars","81","thousands","3","v1996637","7.4.1","107721","","","","0"
"2007-03","Ontario","2016A000235","Agriculture, forestry, fishing and hunting","Unadjusted","Dollars","81","thousands","3","v1996637","7.4.1","121053","","","","0"
"2007-04","Ontario","2016A000235","Agriculture, forestry, fishing and hunting","Unadjusted","Dollars","81","thousands","3","v1996637","7.4.1","120140","","","","0"
"2007-05","Ontario","2016A000235","Agriculture, forestry, fishing and hunting","Unadjusted","Dollars","81","thousands","3","v1996637","7.4.1","150642","","","","0"
"2007-06","Ontario","2016A000235","Agriculture, forestry, fishing and hunting","Unadjusted","Dollars","81","thousands","3","v1996637","7.4.1","167132","","","","0"
"2007-07","Ontario","2016A000235","Agriculture, forestry, fishing and hunting","Unadjusted","Dollars","81","thousands","3","v1996637","7.4.1","160942","","","","0"
"2007-08","Ontario","2016A000235","Agriculture, forestry, fishing and hunting","Unadjusted","Dollars","81","thousands","3","v1996637","7.4.1","176538","","","","0"
"2007-09","Ontario","2016A000235","Agriculture, forestry, fishing and hunting","Unadjusted","Dollars","81","thousands","3","v1996637","7.4.1","168932","","","","0"
"2007-10","Ontario","2016A000235","Agriculture, forestry, fishing and hunting","Unadjusted","Dollars","81","thousands","3","v1996637","7.4.1","155577","","","","0"
"2007-11","Ontario","2016A000235","Agriculture, forestry, fishing and hunting","Unadjusted","Dollars","81","thousands","3","v1996637","7.4.1","145477","","","","0"
"2007-12","Ontario","2016A000235","Agriculture, forestry, fishing and hunting","Unadjusted","Dollars","81","thousands","3","v1996637","7.4.1","150718","","","","0"
"2008-01","Ontario","2016A000235","Agriculture, forestry, fishing and hunting","Unadjusted","Dollars","81","thousands","3","v1996637","7.4.1","113147","","","","0"
"2008-02","Ontario","2016A000235","Agriculture, forestry, fishing and hunting","Unadjusted","Dollars","81","thousands","3","v1996637","7.4.1","108027","","","","0"
"2008-03","Ontario","2016A000235","Agriculture, forestry, fishing and hunting","Unadjusted","Dollars","81","thousands","3","v1996637","7.4.1","118906","","","","0"
"2008-04","Ontario","2016A000235","Agriculture, forestry, fishing and hunting","Unadjusted","Dollars","81","thousands","3","v1996637","7.4.1","119082","","","","0"
