"REF_DATE","GEO","DGUID","Immigrant status","Labour force characteristics","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2015-01","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","974.7","","","","1"
"2015-02","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","983.3","","","","1"
"2015-03","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1001.7","","","","1"
"2015-04","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1033.2","","","","1"
"2015-05","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1048.2","","","","1"
"2015-06","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1066.6","","","","1"
"2015-07","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1083.6","","","","1"
"2015-08","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1093.3","","","","1"
"2015-09","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1102.8","","","","1"
"2015-10","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1101.9","","","","1"
"2015-11","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1119.3","","","","1"
"2015-12","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1130.9","","","","1"
"2016-01","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1143.4","","","","1"
"2016-02","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1141.0","","","","1"
"2016-03","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1130.9","","","","1"
"2016-04","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1127.2","","","","1"
"2016-05","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1128.1","","","","1"
"2016-06","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1133.0","","","","1"
"2016-07","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1130.8","","","","1"
"2016-08","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1132.2","","","","1"
"2016-09","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1142.3","","","","1"
"2016-10","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1154.4","","","","1"
"2016-11","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1169.1","","","","1"
"2016-12","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1177.7","","","","1"
"2017-01","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1192.6","","","","1"
"2017-02","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1201.5","","","","1"
"2017-03","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1197.9","","","","1"
"2017-04","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1182.3","","","","1"
"2017-05","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1155.9","","","","1"
"2017-06","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1141.8","","","","1"
"2017-07","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1121.7","","","","1"
"2017-08","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1121.9","","","","1"
"2017-09","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1128.6","","","","1"
"2017-10","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1148.3","","","","1"
"2017-11","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1160.8","","","","1"
"2017-12","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1170.9","","","","1"
"2018-01","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1177.8","","","","1"
"2018-02","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1182.1","","","","1"
"2018-03","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1168.1","","","","1"
"2018-04","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1167.0","","","","1"
"2018-05","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1168.0","","","","1"
"2018-06","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1182.3","","","","1"
"2018-07","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1185.1","","","","1"
"2018-08","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1181.0","","","","1"
"2018-09","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1185.3","","","","1"
"2018-10","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1197.0","","","","1"
"2018-11","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1220.3","","","","1"
"2018-12","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1235.4","","","","1"
"2019-01","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1246.3","","","","1"
"2019-02","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1249.5","","","","1"
"2019-03","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1244.8","","","","1"
"2019-04","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1251.4","","","","1"
"2019-05","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1268.6","","","","1"
"2019-06","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1290.2","","","","1"
"2019-07","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1294.4","","","","1"
"2019-08","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1286.4","","","","1"
"2019-09","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1296.0","","","","1"
"2019-10","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1304.2","","","","1"
"2019-11","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1315.2","","","","1"
"2019-12","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1305.1","","","","1"
"2020-01","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1303.8","","","","1"
"2020-02","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1297.1","","","","1"
"2020-03","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1257.6","","","","1"
"2020-04","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1177.8","","","","1"
"2020-05","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1099.9","","","","1"
"2020-06","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1082.9","","","","1"
"2020-07","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1107.1","","","","1"
"2020-08","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1157.9","","","","1"
"2020-09","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1186.5","","","","1"
"2020-10","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1218.4","","","","1"
"2006-03","Toronto, Ontario","2011S0503535","Immigrants, landed 5 or less years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036621","10.3.3.2","160.8","","","","1"
"2006-04","Toronto, Ontario","2011S0503535","Immigrants, landed 5 or less years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036621","10.3.3.2","153.0","","","","1"
"2006-05","Toronto, Ontario","2011S0503535","Immigrants, landed 5 or less years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036621","10.3.3.2","144.8","","","","1"
"2006-06","Toronto, Ontario","2011S0503535","Immigrants, landed 5 or less years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036621","10.3.3.2","142.7","","","","1"
"2006-07","Toronto, Ontario","2011S0503535","Immigrants, landed 5 or less years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036621","10.3.3.2","145.0","","","","1"
"2006-08","Toronto, Ontario","2011S0503535","Immigrants, landed 5 or less years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036621","10.3.3.2","150.6","","","","1"
"2006-09","Toronto, Ontario","2011S0503535","Immigrants, landed 5 or less years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036621","10.3.3.2","155.1","","","","1"
"2006-10","Toronto, Ontario","2011S0503535","Immigrants, landed 5 or less years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036621","10.3.3.2","155.3","","","","1"
"2006-11","Toronto, Ontario","2011S0503535","Immigrants, landed 5 or less years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036621","10.3.3.2","153.6","","","","1"
"2006-12","Toronto, Ontario","2011S0503535","Immigrants, landed 5 or less years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036621","10.3.3.2","156.8","","","","1"
"2007-01","Toronto, Ontario","2011S0503535","Immigrants, landed 5 or less years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036621","10.3.3.2","160.2","","","","1"
"2007-02","Toronto, Ontario","2011S0503535","Immigrants, landed 5 or less years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036621","10.3.3.2","161.9","","","","1"
"2007-03","Toronto, Ontario","2011S0503535","Immigrants, landed 5 or less years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036621","10.3.3.2","158.7","","","","1"
"2007-04","Toronto, Ontario","2011S0503535","Immigrants, landed 5 or less years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036621","10.3.3.2","159.0","","","","1"
"2007-05","Toronto, Ontario","2011S0503535","Immigrants, landed 5 or less years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036621","10.3.3.2","160.6","","","","1"
"2007-06","Toronto, Ontario","2011S0503535","Immigrants, landed 5 or less years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036621","10.3.3.2","156.6","","","","1"
"2007-07","Toronto, Ontario","2011S0503535","Immigrants, landed 5 or less years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036621","10.3.3.2","150.8","","","","1"
"2007-08","Toronto, Ontario","2011S0503535","Immigrants, landed 5 or less years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036621","10.3.3.2","144.3","","","","1"
"2007-09","Toronto, Ontario","2011S0503535","Immigrants, landed 5 or less years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036621","10.3.3.2","138.9","","","","1"
"2007-10","Toronto, Ontario","2011S0503535","Immigrants, landed 5 or less years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036621","10.3.3.2","130.3","","","","1"
"2007-11","Toronto, Ontario","2011S0503535","Immigrants, landed 5 or less years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036621","10.3.3.2","127.3","","","","1"
"2007-12","Toronto, Ontario","2011S0503535","Immigrants, landed 5 or less years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036621","10.3.3.2","129.8","","","","1"
"2008-01","Toronto, Ontario","2011S0503535","Immigrants, landed 5 or less years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036621","10.3.3.2","138.8","","","","1"
"2008-02","Toronto, Ontario","2011S0503535","Immigrants, landed 5 or less years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036621","10.3.3.2","147.1","","","","1"
"2008-03","Toronto, Ontario","2011S0503535","Immigrants, landed 5 or less years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036621","10.3.3.2","155.0","","","","1"
"2008-04","Toronto, Ontario","2011S0503535","Immigrants, landed 5 or less years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036621","10.3.3.2","161.1","","","","1"
"2008-05","Toronto, Ontario","2011S0503535","Immigrants, landed 5 or less years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036621","10.3.3.2","163.9","","","","1"
"2008-06","Toronto, Ontario","2011S0503535","Immigrants, landed 5 or less years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036621","10.3.3.2","162.7","","","","1"
"2008-07","Toronto, Ontario","2011S0503535","Immigrants, landed 5 or less years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036621","10.3.3.2","157.3","","","","1"
"2008-08","Toronto, Ontario","2011S0503535","Immigrants, landed 5 or less years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036621","10.3.3.2","151.9","","","","1"
"2008-09","Toronto, Ontario","2011S0503535","Immigrants, landed 5 or less years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036621","10.3.3.2","153.5","","","","1"
"2008-10","Toronto, Ontario","2011S0503535","Immigrants, landed 5 or less years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036621","10.3.3.2","155.5","","","","1"
"2008-11","Toronto, Ontario","2011S0503535","Immigrants, landed 5 or less years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036621","10.3.3.2","158.4","","","","1"
"2008-12","Toronto, Ontario","2011S0503535","Immigrants, landed 5 or less years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036621","10.3.3.2","156.1","","","","1"
"2009-01","Toronto, Ontario","2011S0503535","Immigrants, landed 5 or less years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036621","10.3.3.2","154.3","","","","1"
"2009-02","Toronto, Ontario","2011S0503535","Immigrants, landed 5 or less years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036621","10.3.3.2","149.6","","","","1"
"2009-03","Toronto, Ontario","2011S0503535","Immigrants, landed 5 or less years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036621","10.3.3.2","145.3","","","","1"
"2009-04","Toronto, Ontario","2011S0503535","Immigrants, landed 5 or less years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036621","10.3.3.2","139.8","","","","1"
"2009-05","Toronto, Ontario","2011S0503535","Immigrants, landed 5 or less years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036621","10.3.3.2","138.4","","","","1"
"2009-06","Toronto, Ontario","2011S0503535","Immigrants, landed 5 or less years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036621","10.3.3.2","135.1","","","","1"
"2009-07","Toronto, Ontario","2011S0503535","Immigrants, landed 5 or less years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036621","10.3.3.2","134.0","","","","1"
"2009-08","Toronto, Ontario","2011S0503535","Immigrants, landed 5 or less years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036621","10.3.3.2","130.6","","","","1"
"2009-09","Toronto, Ontario","2011S0503535","Immigrants, landed 5 or less years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036621","10.3.3.2","127.2","","","","1"
"2009-10","Toronto, Ontario","2011S0503535","Immigrants, landed 5 or less years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036621","10.3.3.2","123.2","","","","1"
"2009-11","Toronto, Ontario","2011S0503535","Immigrants, landed 5 or less years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036621","10.3.3.2","119.6","","","","1"
"2009-12","Toronto, Ontario","2011S0503535","Immigrants, landed 5 or less years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036621","10.3.3.2","116.8","","","","1"
"2010-01","Toronto, Ontario","2011S0503535","Immigrants, landed 5 or less years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036621","10.3.3.2","117.6","","","","1"
"2010-02","Toronto, Ontario","2011S0503535","Immigrants, landed 5 or less years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036621","10.3.3.2","118.8","","","","1"
"2010-03","Toronto, Ontario","2011S0503535","Immigrants, landed 5 or less years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036621","10.3.3.2","119.4","","","","1"
"2010-04","Toronto, Ontario","2011S0503535","Immigrants, landed 5 or less years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036621","10.3.3.2","121.7","","","","1"
"2010-05","Toronto, Ontario","2011S0503535","Immigrants, landed 5 or less years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036621","10.3.3.2","127.1","","","","1"
"2010-06","Toronto, Ontario","2011S0503535","Immigrants, landed 5 or less years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036621","10.3.3.2","131.7","","","","1"
"2010-07","Toronto, Ontario","2011S0503535","Immigrants, landed 5 or less years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036621","10.3.3.2","134.2","","","","1"
"2010-08","Toronto, Ontario","2011S0503535","Immigrants, landed 5 or less years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036621","10.3.3.2","139.6","","","","1"
"2010-09","Toronto, Ontario","2011S0503535","Immigrants, landed 5 or less years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036621","10.3.3.2","144.7","","","","1"
"2010-10","Toronto, Ontario","2011S0503535","Immigrants, landed 5 or less years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036621","10.3.3.2","148.2","","","","1"
"2010-11","Toronto, Ontario","2011S0503535","Immigrants, landed 5 or less years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036621","10.3.3.2","142.4","","","","1"
"2010-12","Toronto, Ontario","2011S0503535","Immigrants, landed 5 or less years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036621","10.3.3.2","140.5","","","","1"
"2011-01","Toronto, Ontario","2011S0503535","Immigrants, landed 5 or less years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036621","10.3.3.2","135.1","","","","1"
"2011-02","Toronto, Ontario","2011S0503535","Immigrants, landed 5 or less years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036621","10.3.3.2","127.3","","","","1"
"2011-03","Toronto, Ontario","2011S0503535","Immigrants, landed 5 or less years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036621","10.3.3.2","118.1","","","","1"
"2011-04","Toronto, Ontario","2011S0503535","Immigrants, landed 5 or less years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036621","10.3.3.2","116.0","","","","1"
"2011-05","Toronto, Ontario","2011S0503535","Immigrants, landed 5 or less years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036621","10.3.3.2","124.4","","","","1"
"2011-06","Toronto, Ontario","2011S0503535","Immigrants, landed 5 or less years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036621","10.3.3.2","135.0","","","","1"
"2011-07","Toronto, Ontario","2011S0503535","Immigrants, landed 5 or less years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036621","10.3.3.2","142.1","","","","1"
"2011-08","Toronto, Ontario","2011S0503535","Immigrants, landed 5 or less years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036621","10.3.3.2","143.5","","","","1"
"2011-09","Toronto, Ontario","2011S0503535","Immigrants, landed 5 or less years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036621","10.3.3.2","136.1","","","","1"
"2011-10","Toronto, Ontario","2011S0503535","Immigrants, landed 5 or less years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036621","10.3.3.2","127.8","","","","1"
"2011-11","Toronto, Ontario","2011S0503535","Immigrants, landed 5 or less years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036621","10.3.3.2","116.6","","","","1"
"2011-12","Toronto, Ontario","2011S0503535","Immigrants, landed 5 or less years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036621","10.3.3.2","114.6","","","","1"
"2012-01","Toronto, Ontario","2011S0503535","Immigrants, landed 5 or less years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036621","10.3.3.2","109.9","","","","1"
"2012-02","Toronto, Ontario","2011S0503535","Immigrants, landed 5 or less years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036621","10.3.3.2","111.2","","","","1"
"2012-03","Toronto, Ontario","2011S0503535","Immigrants, landed 5 or less years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036621","10.3.3.2","115.0","","","","1"
"2012-04","Toronto, Ontario","2011S0503535","Immigrants, landed 5 or less years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036621","10.3.3.2","123.7","","","","1"
"2012-05","Toronto, Ontario","2011S0503535","Immigrants, landed 5 or less years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036621","10.3.3.2","131.6","","","","1"
"2012-06","Toronto, Ontario","2011S0503535","Immigrants, landed 5 or less years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036621","10.3.3.2","139.2","","","","1"
"2012-07","Toronto, Ontario","2011S0503535","Immigrants, landed 5 or less years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036621","10.3.3.2","144.9","","","","1"
"2012-08","Toronto, Ontario","2011S0503535","Immigrants, landed 5 or less years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036621","10.3.3.2","148.7","","","","1"
"2012-09","Toronto, Ontario","2011S0503535","Immigrants, landed 5 or less years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036621","10.3.3.2","150.1","","","","1"
"2012-10","Toronto, Ontario","2011S0503535","Immigrants, landed 5 or less years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036621","10.3.3.2","145.6","","","","1"
"2012-11","Toronto, Ontario","2011S0503535","Immigrants, landed 5 or less years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036621","10.3.3.2","145.4","","","","1"
"2012-12","Toronto, Ontario","2011S0503535","Immigrants, landed 5 or less years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036621","10.3.3.2","139.7","","","","1"
"2013-01","Toronto, Ontario","2011S0503535","Immigrants, landed 5 or less years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036621","10.3.3.2","138.0","","","","1"
"2013-02","Toronto, Ontario","2011S0503535","Immigrants, landed 5 or less years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036621","10.3.3.2","132.2","","","","1"
"2013-03","Toronto, Ontario","2011S0503535","Immigrants, landed 5 or less years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036621","10.3.3.2","129.9","","","","1"
"2013-04","Toronto, Ontario","2011S0503535","Immigrants, landed 5 or less years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036621","10.3.3.2","131.7","","","","1"
"2013-05","Toronto, Ontario","2011S0503535","Immigrants, landed 5 or less years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036621","10.3.3.2","127.1","","","","1"
"2013-06","Toronto, Ontario","2011S0503535","Immigrants, landed 5 or less years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036621","10.3.3.2","126.1","","","","1"
"2013-07","Toronto, Ontario","2011S0503535","Immigrants, landed 5 or less years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036621","10.3.3.2","123.2","","","","1"
"2013-08","Toronto, Ontario","2011S0503535","Immigrants, landed 5 or less years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036621","10.3.3.2","128.9","","","","1"
"2013-09","Toronto, Ontario","2011S0503535","Immigrants, landed 5 or less years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036621","10.3.3.2","129.5","","","","1"
"2013-10","Toronto, Ontario","2011S0503535","Immigrants, landed 5 or less years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036621","10.3.3.2","133.5","","","","1"
"2013-11","Toronto, Ontario","2011S0503535","Immigrants, landed 5 or less years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036621","10.3.3.2","133.4","","","","1"
"2013-12","Toronto, Ontario","2011S0503535","Immigrants, landed 5 or less years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036621","10.3.3.2","131.3","","","","1"
