"REF_DATE","GEO","DGUID","Immigrant status","Labour force characteristics","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2012-10","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","688.5","","","","1"
"2012-11","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","689.8","","","","1"
"2012-12","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","684.2","","","","1"
"2013-01","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","689.4","","","","1"
"2013-02","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","697.5","","","","1"
"2013-03","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","708.9","","","","1"
"2013-04","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","709.5","","","","1"
"2013-05","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","715.7","","","","1"
"2013-06","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","730.6","","","","1"
"2013-07","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","736.9","","","","1"
"2013-08","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","737.8","","","","1"
"2013-09","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","726.4","","","","1"
"2013-10","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","715.4","","","","1"
"2013-11","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","695.0","","","","1"
"2013-12","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","679.6","","","","1"
"2014-01","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","685.3","","","","1"
"2014-02","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","704.9","","","","1"
"2014-03","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","729.3","","","","1"
"2014-04","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","745.8","","","","1"
"2014-05","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","752.8","","","","1"
"2014-06","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","744.4","","","","1"
"2014-07","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","730.7","","","","1"
"2014-08","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","719.3","","","","1"
"2014-09","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","712.4","","","","1"
"2014-10","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","697.1","","","","1"
"2014-11","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","690.5","","","","1"
"2014-12","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","687.3","","","","1"
"2015-01","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","701.0","","","","1"
"2015-02","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","722.3","","","","1"
"2015-03","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","746.2","","","","1"
"2015-04","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","768.8","","","","1"
"2015-05","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","776.1","","","","1"
"2015-06","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","789.0","","","","1"
"2015-07","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","787.9","","","","1"
"2015-08","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","784.4","","","","1"
"2015-09","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","779.9","","","","1"
"2015-10","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","772.6","","","","1"
"2015-11","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","771.3","","","","1"
"2015-12","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","770.0","","","","1"
"2016-01","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","793.5","","","","1"
"2016-02","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","813.8","","","","1"
"2016-03","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","827.8","","","","1"
"2016-04","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","821.3","","","","1"
"2016-05","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","824.8","","","","1"
"2016-06","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","826.6","","","","1"
"2016-07","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","832.0","","","","1"
"2016-08","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","832.4","","","","1"
"2016-09","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","830.1","","","","1"
"2016-10","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","830.0","","","","1"
"2016-11","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","828.4","","","","1"
"2016-12","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","833.8","","","","1"
"2017-01","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","856.9","","","","1"
"2017-02","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","873.5","","","","1"
"2017-03","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","883.5","","","","1"
"2017-04","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","869.3","","","","1"
"2017-05","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","849.2","","","","1"
"2017-06","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","829.8","","","","1"
"2017-07","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","802.6","","","","1"
"2017-08","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","794.6","","","","1"
"2017-09","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","788.4","","","","1"
"2017-10","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","797.7","","","","1"
"2017-11","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","794.4","","","","1"
"2017-12","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","794.9","","","","1"
"2018-01","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","800.0","","","","1"
"2018-02","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","814.9","","","","1"
"2018-03","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","820.9","","","","1"
"2018-04","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","830.3","","","","1"
"2018-05","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","832.4","","","","1"
"2018-06","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","839.3","","","","1"
"2018-07","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","836.1","","","","1"
"2018-08","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","827.4","","","","1"
"2018-09","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","823.6","","","","1"
"2018-10","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","817.4","","","","1"
"2018-11","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","824.1","","","","1"
"2018-12","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","830.3","","","","1"
"2019-01","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","856.3","","","","1"
"2019-02","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","873.8","","","","1"
"2019-03","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","885.9","","","","1"
"2019-04","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","883.6","","","","1"
"2019-05","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","889.9","","","","1"
"2019-06","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","896.9","","","","1"
"2019-07","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","896.7","","","","1"
"2019-08","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","887.0","","","","1"
"2019-09","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","878.5","","","","1"
"2019-10","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","873.7","","","","1"
"2019-11","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","876.0","","","","1"
"2019-12","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","870.8","","","","1"
"2020-01","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","878.4","","","","1"
"2020-02","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","879.4","","","","1"
"2020-03","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","865.1","","","","1"
"2020-04","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","807.0","","","","1"
"2020-05","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","755.8","","","","1"
"2020-06","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","743.8","","","","1"
"2020-07","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","767.7","","","","1"
"2020-08","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","804.1","","","","1"
"2020-09","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","833.5","","","","1"
"2020-10","Toronto, Ontario","2011S0503535","Immigrants, landed more than 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036661","10.5.3.2","856.2","","","","1"
"2006-03","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","946.0","","","","1"
"2006-04","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","949.5","","","","1"
"2006-05","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","950.8","","","","1"
"2006-06","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","949.5","","","","1"
"2006-07","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","937.8","","","","1"
"2006-08","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","932.9","","","","1"
"2006-09","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","941.1","","","","1"
"2006-10","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","950.5","","","","1"
"2006-11","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","963.3","","","","1"
"2006-12","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","963.9","","","","1"
"2007-01","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","968.8","","","","1"
"2007-02","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","966.9","","","","1"
"2007-03","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","963.0","","","","1"
"2007-04","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","952.7","","","","1"
"2007-05","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","945.9","","","","1"
"2007-06","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","952.8","","","","1"
"2007-07","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","948.9","","","","1"
"2007-08","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","946.4","","","","1"
"2007-09","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","938.8","","","","1"
"2007-10","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","959.5","","","","1"
"2007-11","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","980.2","","","","1"
"2007-12","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","1001.0","","","","1"
"2008-01","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","1009.9","","","","1"
"2008-02","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","1018.4","","","","1"
"2008-03","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","1016.7","","","","1"
"2008-04","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","1020.1","","","","1"
"2008-05","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","1025.7","","","","1"
"2008-06","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","1031.0","","","","1"
"2008-07","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","1008.2","","","","1"
"2008-08","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","988.5","","","","1"
"2008-09","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","976.6","","","","1"
"2008-10","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","984.3","","","","1"
"2008-11","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","985.5","","","","1"
"2008-12","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","991.4","","","","1"
"2009-01","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","999.2","","","","1"
"2009-02","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","1013.9","","","","1"
"2009-03","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","1017.8","","","","1"
"2009-04","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","1024.2","","","","1"
"2009-05","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","1012.9","","","","1"
"2009-06","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","1001.5","","","","1"
"2009-07","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","982.0","","","","1"
"2009-08","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","964.1","","","","1"
"2009-09","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","959.7","","","","1"
"2009-10","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","963.4","","","","1"
"2009-11","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","978.4","","","","1"
"2009-12","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","993.2","","","","1"
"2010-01","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","1010.7","","","","1"
"2010-02","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","1017.8","","","","1"
"2010-03","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","1009.5","","","","1"
"2010-04","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","1000.7","","","","1"
"2010-05","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","989.6","","","","1"
"2010-06","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","997.4","","","","1"
"2010-07","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","991.4","","","","1"
"2010-08","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","1004.9","","","","1"
"2010-09","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","1010.4","","","","1"
"2010-10","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","1030.3","","","","1"
"2010-11","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","1046.6","","","","1"
"2010-12","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","1059.2","","","","1"
"2011-01","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","1049.7","","","","1"
"2011-02","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","1028.4","","","","1"
"2011-03","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","1005.4","","","","1"
"2011-04","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","1000.1","","","","1"
"2011-05","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","988.1","","","","1"
"2011-06","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","978.5","","","","1"
"2011-07","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","966.2","","","","1"
"2011-08","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","967.9","","","","1"
"2011-09","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","974.8","","","","1"
"2011-10","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","976.2","","","","1"
"2011-11","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","977.0","","","","1"
